SEQ,SCCNT_YM,ORIGIN_SN_ID,KWRD_NM,SRCHWRD_NM,SCCNT,ORIGIN_TY
271627,Sep-21,KC498PP19N001522,부산시민공원,부산시민공원,29600,관광명소
266633,Sep-21,KC495PP19N026079,김녕해수욕장,김녕해수욕장,29090,관광명소
273401,Sep-21,KC498PP19N007068,선유도공원,선유도공원,28860,관광명소
265538,Sep-21,KC495PP19N026121,곽지해수욕장,곽지해수욕장,28840,관광명소
268516,Sep-21,SAN_0188,도봉산,도봉산,28720,관광명소
277632,Sep-21,SAN_0568,월악산,월악산,28340,관광명소
265482,Sep-21,CULTURE_001414,공산성,공산성,28280,관광명소
265077,Sep-21,CULTURE_001210,경주문무대왕릉,경주문무대왕릉,27950,관광명소
281142,Sep-21,SAN_0722,팔공산,팔공산,27810,관광명소
268327,Sep-21,SAN_0179,덕유산,덕유산,27680,관광명소
269331,Sep-21,SAN_0211,마산,마산,27310,관광명소
281523,Sep-21,KC495PP19N033802,하니랜드,하니랜드,26970,관광명소
270042,Sep-21,SAN_0249,무등산,무등산,26880,관광명소
280645,Sep-21,SAN_0696,치악산,치악산,26870,관광명소
269377,Sep-21,SAN_0213,마이산,마이산,26270,관광명소
273809,Sep-21,SAN_0445,소백산,소백산,26040,관광명소
269593,Sep-21,KC498PP19N008155,망원한강공원,망원한강공원,26010,관광명소
280933,Sep-21,KC498PP19N008160,태종대,태종대,25920,관광명소
269441,Sep-21,KC498PP19N001535,만남의광장,만남의광장,25690,관광명소
265133,Sep-21,SAN_0044,계룡산,계룡산,25300,관광명소
277317,Sep-21,KC495PP19N026021,울산대공원,울산대공원,25240,관광명소
270111,Sep-21,KC495PP19N026069,무창포해수욕장,무창포해수욕장,24690,관광명소
274488,Sep-21,CULTURE_001237,숭례문,숭례문,24430,관광명소
275505,Sep-21,KC498PP19N008126,양재시민의숲,양재시민의숲,24060,관광명소
281471,Sep-21,KC495PP19N026063,하나개해수욕장,하나개해수욕장,23920,관광명소
269462,Sep-21,KC495PP19N026071,만리포해수욕장,만리포해수욕장,23750,관광명소
266393,Sep-21,SAN_0105,금산,금산,23670,관광명소
275090,Sep-21,KC495PP19N026216,아야진해수욕장,아야진해수욕장,23290,관광명소
281038,Sep-21,KC495PP19N026009,통도환타지아,통도환타지아,23140,관광명소
271588,Sep-21,KC495PP19N001193,부곡하와이,부곡하와이,23060,관광명소
268768,Sep-21,KC495PP19N026288,동막해수욕장,동막해수욕장,22850,관광명소
273892,Sep-21,KC495PP19N026055,속초해수욕장,속초해수욕장,22800,관광명소
267579,Sep-21,KC495PP19N026146,다대포해수욕장,다대포해수욕장,22740,관광명소
277665,Sep-21,SAN_0570,월출산,월출산,22660,관광명소
279164,Sep-21,CULTURE_001250,종묘,종묘,22540,관광명소
275211,Sep-21,KC495PP19N026214,안목해변,안목해변,22390,관광명소
275333,Sep-21,KC495PP19N020064,알파카월드,알파카월드,22260,관광명소
266260,Sep-21,SAN_0096,금강산,금강산,21780,관광명소
276255,Sep-21,SAN_0512,오대산,오대산,21690,관광명소
276740,Sep-21,KC495PP19N026220,왕산해수욕장,왕산해수욕장,21050,관광명소
278752,Sep-21,KC495PP19N032636,재인폭포,재인폭포,21050,관광명소
277848,Sep-21,KC498PP19N008121,율동공원,율동공원,20810,관광명소
265616,Sep-21,SAN_0067,광교산,광교산,20610,관광명소
271264,Sep-21,KC495PP19N020192,별빛정원우주,별빛정원우주,20550,관광명소
268063,Sep-21,KC498PP19N007150,대왕암공원,대왕암공원,20530,관광명소
269276,Sep-21,SAN_0207,마니산,마니산,20480,관광명소
277804,Sep-21,KC495PP19N022782,유월드루지테마파크,유월드루지테마파크,20090,관광명소
278473,Sep-21,KC498PP19N008138,잠원한강공원,잠원한강공원,19980,관광명소
278887,Sep-21,CULTURE_001199,정릉,정릉,19970,관광명소
279818,Sep-21,KC498PP19N007975,진해해양공원,진해해양공원,19710,관광명소
272629,Sep-21,KC498PP19N007974,상림공원,상림공원,19570,관광명소
270076,Sep-21,KC495PP19N020496,무안황토갯벌랜드,무안황토갯벌랜드,19550,관광명소
270439,Sep-21,SAN_0268,민둥산,민둥산,19530,관광명소
265064,Sep-21,KC498PP19N004049,경의선숲길,경의선숲길,19520,관광명소
273460,Sep-21,KC498PP19N007864,설악산국립공원,설악산국립공원,19510,관광명소
271197,Sep-21,KC495PP19N001503,베어트리파크,베어트리파크,19470,관광명소
268525,Sep-21,KC498PP19N007261,도산공원,도산공원,19130,관광명소
279019,Sep-21,KC498PP19N003539,제주곶자왈도립공원,제주곶자왈도립공원,19120,관광명소
272194,Sep-21,SAN_0387,산굼부리,산굼부리,18900,관광명소
271327,Sep-21,KC498PP19N004141,보라매공원,보라매공원,18730,관광명소
274110,Sep-21,KC495PP19N026101,송지호해수욕장,송지호해수욕장,18630,관광명소
278467,Sep-21,KC498PP19N008140,잠실한강공원,잠실한강공원,18530,관광명소
264832,Sep-21,KC498PP19N007835,갯골생태공원,갯골생태공원,18270,관광명소
280881,Sep-21,SAN_0708,태백산,태백산,18120,관광명소
269797,Sep-21,SAN_0241,명성산,명성산,18100,관광명소
264951,Sep-21,SAN_0035,검단산,검단산,18060,관광명소
280276,Sep-21,KC498PP19N004571,청라호수공원,청라호수공원,18040,관광명소
264370,Sep-21,KC495PP19N033545,가야랜드,가야랜드,18030,관광명소
281515,Sep-21,KC498PP19N003365,하늘정원,하늘정원,17930,관광명소
281582,Sep-21,KC495PP19N016123,하이원추추파크,하이원추추파크,17770,관광명소
270093,Sep-21,KC495PP19N025291,무주반디랜드,무주반디랜드,17590,관광명소
265951,Sep-21,KC495PP19N020084,구미에코랜드,구미에코랜드,17500,관광명소
279763,Sep-21,KC495PP19N033773,진위천유원지,진위천유원지,17350,관광명소
278908,Sep-21,KC495PP19N032642,정방폭포,정방폭포,17140,관광명소
279985,Sep-21,SAN_0665,천마산,천마산,17050,관광명소
278537,Sep-21,CULTURE_001157,장릉,장릉,16970,관광명소
268860,Sep-21,KC495PP19N033613,동촌유원지,동촌유원지,16910,관광명소
269626,Sep-21,SAN_0231,매봉산,매봉산,16770,관광명소
265469,Sep-21,KC495PP19N033840,공룡테마파크,공룡테마파크,16770,관광명소
280555,Sep-21,KC495PP19N026110,춘장대해수욕장,춘장대해수욕장,16720,관광명소
275146,Sep-21,KC498PP19N005892,악양생태공원,악양생태공원,16450,관광명소
280421,Sep-21,KC495PP19N026245,청포대해수욕장,청포대해수욕장,16290,관광명소
276957,Sep-21,KC498PP19N000554,용소웰빙공원,용소웰빙공원,16210,관광명소
267120,Sep-21,SAN_0132,남해금산,남해금산,16050,관광명소
264373,Sep-21,SAN_0009,가야산,가야산,16000,관광명소
276884,Sep-21,SAN_0543,용마산,용마산,15870,관광명소
279016,Sep-21,KC495PP19N026025,제주공룡랜드,제주공룡랜드,15850,관광명소
274244,Sep-21,SAN_0455,수리산,수리산,15820,관광명소
280264,Sep-21,CULTURE_001463,청도읍성,청도읍성,15610,관광명소
276899,Sep-21,SAN_0544,용문산,용문산,15540,관광명소
274121,Sep-21,KC495PP19N032496,송추계곡,송추계곡,15470,관광명소
266448,Sep-21,SAN_0110,금오산,금오산,15410,관광명소
276928,Sep-21,KC498PP19N008117,용산가족공원,용산가족공원,15410,관광명소
272221,Sep-21,SAN_0388,산방산,산방산,15210,관광명소
275697,Sep-21,KC495PP19N032545,엉또폭포,엉또폭포,15210,관광명소
279994,Sep-21,CULTURE_001223,천마총,천마총,15140,관광명소
281729,Sep-21,KC498PP19N007861,한라산국립공원,한라산국립공원,14980,관광명소
265080,Sep-21,KC498PP19N003344,경주버드파크,경주버드파크,14910,관광명소
281113,Sep-21,KC495PP19N033783,파주카트랜드,파주카트랜드,14900,관광명소
276766,Sep-21,KC495PP19N020371,왜목마을해수욕장,왜목마을해수욕장,14850,관광명소
278755,Sep-21,KC495PP19N023370,잭슨나인스,잭슨나인스,14840,관광명소
275877,Sep-21,KC495PP19N000997,연꽃테마파크,연꽃테마파크,14780,관광명소
276056,Sep-21,KC495PP19N033716,영덕해맞이공원,영덕해맞이공원,14760,관광명소
275940,Sep-21,KC495PP19N019114,연오랑세오녀테마공원,연오랑세오녀테마공원,14710,관광명소
265677,Sep-21,KC495PP19N026060,광안리해수욕장,광안리해수욕장,14600,관광명소
278123,Sep-21,KC498PP19N008143,이촌한강공원,이촌한강공원,14600,관광명소
273836,Sep-21,SAN_0447,소요산,소요산,14540,관광명소
272180,Sep-21,SAN_0385,사패산,사패산,14520,관광명소
277970,Sep-21,SAN_0577,응봉산,응봉산,14490,관광명소
270751,Sep-21,KC495PP19N015692,방아머리해수욕장,방아머리해수욕장,14390,관광명소
282449,Sep-21,SAN_0748,화왕산,화왕산,14310,관광명소
273308,Sep-21,KC495PP19N026192,선녀바위해수욕장,선녀바위해수욕장,14220,관광명소
279061,Sep-21,SAN_0621,조계산,조계산,14210,관광명소
274741,Sep-21,SAN_0472,신불산,신불산,14080,관광명소
271776,Sep-21,KC498PP19N008163,분당중앙공원,분당중앙공원,14070,관광명소
276788,Sep-21,SAN_0540,용각산,용각산,13940,관광명소
273694,Sep-21,KC498PP19N001099,센트럴파크,센트럴파크,13910,관광명소
281090,Sep-21,KC495PP19N022642,트윈터널,트윈터널,13870,관광명소
271630,Sep-21,KC495PP19N000608,부산어린이대공원,부산어린이대공원,13780,관광명소
266863,Sep-21,KC495PP19N026056,낙산해수욕장,낙산해수욕장,13770,관광명소
270455,Sep-21,KC495PP19N026168,민머루해수욕장,민머루해수욕장,13750,관광명소
280950,Sep-21,KC498PP19N007946,태화강국가정원,태화강국가정원,13730,관광명소
266095,Sep-21,KC495PP19N013856,국립생태원,국립생태원,13600,관광명소
273765,Sep-21,KC498PP19N002277,소래습지생태공원,소래습지생태공원,13580,관광명소
273762,Sep-21,SAN_0442,소래산,소래산,13510,관광명소
265771,Sep-21,KC495PP19N022625,괴산자연드림파크,괴산자연드림파크,13460,관광명소
281157,Sep-21,KC498PP19N003364,팔당물안개공원,팔당물안개공원,13400,관광명소
277286,Sep-21,KC498PP19N001687,운정호수공원,운정호수공원,13220,관광명소
279028,Sep-21,KC495PP19N020296,제주불빛정원,제주불빛정원,13200,관광명소
271023,Sep-21,SAN_0295,백운산,백운산,13150,관광명소
277257,Sep-21,SAN_0557,운악산,운악산,13130,관광명소
275727,Sep-21,KC495PP19N007812,에코랜드테마파크,에코랜드테마파크,13080,관광명소
277439,Sep-21,KC495PP19N015060,원마운트,원마운트,13080,관광명소
280658,Sep-21,SAN_0697,칠갑산,칠갑산,12820,관광명소
269691,Sep-21,KC495PP19N026092,맹방해수욕장,맹방해수욕장,12790,관광명소
270157,Sep-21,KC498PP19N007847,문경새재도립공원,문경새재도립공원,12780,관광명소
272713,Sep-21,KC498PP19N008445,상족암군립공원,상족암군립공원,12670,관광명소
281322,Sep-21,KC495PP19N026112,표선해수욕장,표선해수욕장,12670,관광명소
265115,Sep-21,CULTURE_001246,경희궁,경희궁,12660,관광명소
276931,Sep-21,KC498PP19N005320,용산공원,용산공원,12620,관광명소
270252,Sep-21,KC495PP19N020260,문화비축기지,문화비축기지,12610,관광명소
280092,Sep-21,KC495PP19N032677,천제연폭포,천제연폭포,12590,관광명소
282068,Sep-21,KC495PP19N026061,해운대해수욕장,해운대해수욕장,12460,관광명소
271245,Sep-21,KC495PP19N026065,변산해수욕장,변산해수욕장,12450,관광명소
282270,Sep-21,KC498PP19N006701,호수공원,호수공원,12420,관광명소
267203,Sep-21,KC498PP19N007867,내장산국립공원,내장산국립공원,12410,관광명소
266913,Sep-21,KC498PP19N007872,난지한강공원,난지한강공원,12270,관광명소
276368,Sep-21,SAN_0522,오서산,오서산,12150,관광명소
281179,Sep-21,SAN_0723,팔봉산,팔봉산,11980,관광명소
267637,Sep-21,KC498PP19N003572,다산생태공원,다산생태공원,11970,관광명소
273044,Sep-21,KC498PP19N000304,서서울호수공원,서서울호수공원,11860,관광명소
274271,Sep-21,KC498PP19N001221,수변공원,수변공원,11800,관광명소
265908,Sep-21,KC498PP19N008107,구리한강시민공원,구리한강시민공원,11780,관광명소
281739,Sep-21,KC498PP19N003113,한림공원,한림공원,11780,관광명소
277927,Sep-21,KC498PP19N001330,은하수공원,은하수공원,11740,관광명소
268233,Sep-21,KC495PP19N000792,더마파크,더마파크,11720,관광명소
268968,Sep-21,KC498PP19N008132,두류공원,두류공원,11700,관광명소
273359,Sep-21,KC495PP19N019111,선샤인랜드,선샤인랜드,11700,관광명소
266606,Sep-21,KC498PP19N008056,기흥호수공원,기흥호수공원,11660,관광명소
269578,Sep-21,KC495PP19N026053,망상해수욕장,망상해수욕장,11620,관광명소
275274,Sep-21,KC495PP19N033707,안양예술공원,안양예술공원,11540,관광명소
268638,Sep-21,KC495PP19N026413,독산해수욕장,독산해수욕장,11420,관광명소
270667,Sep-21,SAN_0277,발왕산,발왕산,11370,관광명소
269433,Sep-21,KC498PP19N000376,만골근린공원,만골근린공원,11040,관광명소
272605,Sep-21,KC498PP19N006938,상동호수공원,상동호수공원,10950,관광명소
265652,Sep-21,SAN_0068,광덕산,광덕산,10920,관광명소
273404,Sep-21,KC495PP19N000987,선유도해수욕장,선유도해수욕장,10910,관광명소
280282,Sep-21,SAN_0687,청량산,청량산,10850,관광명소
279803,Sep-21,KC495PP19N026108,진하해수욕장,진하해수욕장,10840,관광명소
279925,Sep-21,KC498PP19N001638,창원시립상복공원,창원시립상복공원,10800,관광명소
279402,Sep-21,KC495PP19N026066,중문색달해수욕장,중문색달해수욕장,10790,관광명소
273090,Sep-21,KC498PP19N004239,서울로7017,서울로7017,10640,관광명소
282718,Sep-21,KC498PP19N007831,효창공원,효창공원,10630,관광명소
275562,Sep-21,KC498PP19N003421,양평쉬자파크,양평쉬자파크,10600,관광명소
266487,Sep-21,SAN_0116,금정산,금정산,10560,관광명소
267755,Sep-21,KC498PP19N008120,달성공원,달성공원,10530,관광명소
274966,Sep-21,KC495PP19N026116,십리포해수욕장,십리포해수욕장,10500,관광명소
271147,Sep-21,KC495PP19N001536,벌천포해수욕장,벌천포해수욕장,10460,관광명소
274021,Sep-21,KC498PP19N003542,송도달빛축제공원,송도달빛축제공원,10440,관광명소
268097,Sep-21,KC495PP19N013542,대장경테마파크,대장경테마파크,10380,관광명소
265327,Sep-21,KC498PP19N007781,고양어울림누리,고양어울림누리,10330,관광명소
270201,Sep-21,KC498PP19N000355,문암생태공원,문암생태공원,10310,관광명소
282562,Sep-21,SAN_0753,황령산,황령산,10280,관광명소
271799,Sep-21,SAN_0362,불갑산,불갑산,10220,관광명소
265416,Sep-21,KC498PP19N001526,곤지암도자공원,곤지암도자공원,10190,관광명소
278086,Sep-21,KC498PP19N000609,이순신광장,이순신광장,10170,관광명소
281591,Sep-21,KC495PP19N026057,하조대해수욕장,하조대해수욕장,10150,관광명소
276337,Sep-21,SAN_0515,오봉산,오봉산,10140,관광명소
277680,Sep-21,KC495PP19N026132,월포해수욕장,월포해수욕장,10090,관광명소
281188,Sep-21,SAN_0725,팔영산,팔영산,10030,관광명소
266823,Sep-21,KC498PP19N003481,나리공원,나리공원,10000,관광명소
269896,Sep-21,SAN_0244,모악산,모악산,9920,관광명소
275786,Sep-21,KC498PP19N008144,여의도공원,여의도공원,9880,관광명소
271887,Sep-21,KC495PP19N002527,비둘기낭폭포,비둘기낭폭포,9790,관광명소
265967,Sep-21,SAN_0083,구봉산,구봉산,9690,관광명소
277762,Sep-21,SAN_0572,유명산,유명산,9640,관광명소
279563,Sep-21,KC498PP19N007862,지리산국립공원,지리산국립공원,9630,관광명소
282568,Sep-21,KC498PP19N006716,황룡강생태공원,황룡강생태공원,9530,관광명소
272401,Sep-21,KC495PP19N026186,삼봉해수욕장,삼봉해수욕장,9490,관광명소
271950,Sep-21,SAN_0375,비슬산,비슬산,9460,관광명소
267334,Sep-21,KC498PP19N000925,노을공원,노을공원,9390,관광명소
275574,Sep-21,KC498PP19N006766,양화한강공원,양화한강공원,9380,관광명소
276003,Sep-21,SAN_0505,연화산,연화산,9300,관광명소
266671,Sep-21,KC498PP19N000597,김포함상공원,김포함상공원,9180,관광명소
280676,Sep-21,SAN_0698,칠보산,칠보산,9130,관광명소
264341,Sep-21,SAN_0007,가산,가산,9120,관광명소
267651,Sep-21,KC495PP19N019118,다이노스타,다이노스타,9090,관광명소
281148,Sep-21,KC498PP19N006255,팔공산하늘정원,팔공산하늘정원,9090,관광명소
280547,Sep-21,SAN_0694,축령산,축령산,8900,관광명소
273662,Sep-21,KC495PP19N033679,세리월드,세리월드,8860,관광명소
267858,Sep-21,KC498PP19N003334,당진해양캠핑공원,당진해양캠핑공원,8840,관광명소
264426,Sep-21,SAN_0012,가지산,가지산,8760,관광명소
276915,Sep-21,SAN_0545,용봉산,용봉산,8760,관광명소
275336,Sep-21,KC498PP19N006645,암남공원,암남공원,8730,관광명소
266324,Sep-21,KC495PP19N026277,금능해수욕장,금능해수욕장,8690,관광명소
270410,Sep-21,KC495PP19N032413,미인폭포,미인폭포,8670,관광명소
272682,Sep-21,KC495PP19N020322,상어가족,상어가족,8660,관광명소
269716,Sep-21,KC495PP19N008027,메이즈랜드,메이즈랜드,8540,관광명소
275241,Sep-21,KC498PP19N008161,안산호수공원,안산호수공원,8530,관광명소
268806,Sep-21,SAN_0193,동산,동산,8480,관광명소
276429,Sep-21,KC498PP19N006681,오창호수공원,오창호수공원,8480,관광명소
278986,Sep-21,KC495PP19N026328,제부도해수욕장,제부도해수욕장,8460,관광명소
278388,Sep-21,KC498PP19N006846,자연농원,자연농원,8330,관광명소
276197,Sep-21,SAN_0510,예봉산,예봉산,8320,관광명소
281736,Sep-21,KC498PP19N006699,한려해상국립공원,한려해상국립공원,8310,관광명소
274640,Sep-21,SAN_0471,식장산,식장산,8230,관광명소
277568,Sep-21,KC498PP19N008098,월드컵공원,월드컵공원,8230,관광명소
267676,Sep-21,KC498PP19N003348,단양생태체육공원,단양생태체육공원,8170,관광명소
271499,Sep-21,KC498PP19N006027,봉숭아,봉숭아,8130,관광명소
276667,Sep-21,SAN_0534,와룡산,와룡산,8110,관광명소
266445,Sep-21,KC495PP19N026004,금오랜드,금오랜드,8070,관광명소
270055,Sep-21,KC495PP19N032401,무릉계곡,무릉계곡,8030,관광명소
267973,Sep-21,SAN_0160,대모산,대모산,7990,관광명소
265260,Sep-21,KC495PP19N026135,고사포해수욕장,고사포해수욕장,7970,관광명소
282401,Sep-21,KC498PP19N003628,화산체육공원,화산체육공원,7970,관광명소
278410,Sep-21,KC495PP19N026230,자작도해수욕장,자작도해수욕장,7920,관광명소
271011,Sep-21,KC495PP19N015927,백운계곡,백운계곡,7860,관광명소
265637,Sep-21,KC498PP19N008178,광나루한강공원,광나루한강공원,7840,관광명소
265744,Sep-21,KC495PP19N018719,광치기해변,광치기해변,7760,관광명소
272457,Sep-21,SAN_0404,삼악산,삼악산,7710,관광명소
265661,Sep-21,CULTURE_001336,광릉,광릉,7690,관광명소
265098,Sep-21,KC498PP19N003806,경천섬공원,경천섬공원,7630,관광명소
280999,Sep-21,KC495PP19N032696,토왕성폭포,토왕성폭포,7610,관광명소
281897,Sep-21,SAN_0738,함백산,함백산,7570,관광명소
277635,Sep-21,KC498PP19N007865,월악산국립공원,월악산국립공원,7540,관광명소
280209,Sep-21,KC498PP19N008021,청계광장,청계광장,7540,관광명소
276171,Sep-21,SAN_0508,영축산,영축산,7510,관광명소
274154,Sep-21,KC498PP19N004307,송해공원,송해공원,7410,관광명소
281096,Sep-21,KC495PP19N026252,파도리해수욕장,파도리해수욕장,7410,관광명소
269260,Sep-21,KC495PP19N026162,마검포해수욕장,마검포해수욕장,7390,관광명소
281252,Sep-21,KC498PP19N003477,평택호예술공원,평택호예술공원,7380,관광명소
264376,Sep-21,KC498PP19N007856,가야산국립공원,가야산국립공원,7370,관광명소
268683,Sep-21,KC498PP19N007373,돌산공원,돌산공원,7330,관광명소
274454,Sep-21,KC495PP19N032515,순담계곡,순담계곡,7330,관광명소
270174,Sep-21,SAN_0256,문복산,문복산,7320,관광명소
272404,Sep-21,KC495PP19N032455,삼부연폭포,삼부연폭포,7310,관광명소
269133,Sep-21,KC495PP19N026018,드림랜드,드림랜드,7300,관광명소
265177,Sep-21,KC495PP19N035732,고기리계곡,고기리계곡,7270,관광명소
272927,Sep-21,KC498PP19N001172,생태공원,생태공원,7220,관광명소
266233,Sep-21,KC498PP19N000032,근린공원,근린공원,7210,관광명소
274918,Sep-21,KC495PP19N014561,실미도유원지,실미도유원지,7180,관광명소
266980,Sep-21,KC498PP19N000500,남산공원,남산공원,7150,관광명소
278141,Sep-21,KC495PP19N026123,이호테우해수욕장,이호테우해수욕장,7140,관광명소
282417,Sep-21,SAN_0745,화악산,화악산,7110,관광명소
270808,Sep-21,KC498PP19N003993,배곧생명공원,배곧생명공원,7090,관광명소
277838,Sep-21,KC498PP19N001322,율곡공원,율곡공원,7090,관광명소
278587,Sep-21,SAN_0601,장산,장산,7090,관광명소
267935,Sep-21,KC498PP19N001723,대동하늘공원,대동하늘공원,7060,관광명소
267758,Sep-21,KC498PP19N003530,달성노을공원,달성노을공원,7000,관광명소
271758,Sep-21,KC498PP19N008038,북한산국립공원,북한산국립공원,6950,관광명소
280121,Sep-21,SAN_0674,천태산,천태산,6950,관광명소
272508,Sep-21,KC495PP19N026054,삼척해수욕장,삼척해수욕장,6940,관광명소
269136,Sep-21,KC498PP19N000524,드림파크야생화단지,드림파크야생화단지,6930,관광명소
279597,Sep-21,KC495PP19N033768,지산유원지,지산유원지,6910,관광명소
274277,Sep-21,KC498PP19N007405,수봉공원,수봉공원,6880,관광명소
280874,Sep-21,SAN_0707,태기산,태기산,6870,관광명소
