SEQ,SCCNT_YM,ORIGIN_SN_ID,KWRD_NM,SRCHWRD_NM,SCCNT,ORIGIN_TY
346610,22-Jun,KC495PP19N032678,천지연폭포,천지연폭포,49560,관광명소
345703,22-Jun,KC495PP19N015060,원마운트,원마운트,48460,관광명소
346529,22-Jun,CULTURE_001251,창경궁,창경궁,47900,관광명소
346641,22-Jun,CULTURE_001236,첨성대,첨성대,47800,관광명소
346158,22-Jun,KC495PP19N023370,잭슨나인스,잭슨나인스,47430,관광명소
344694,22-Jun,KC495PP19N014706,순천만국가정원,순천만국가정원,46600,관광명소
345974,22-Jun,KC498PP19N008158,인천대공원,인천대공원,46010,관광명소
346650,22-Jun,SAN_0684,청계산,청계산,45160,관광명소
341647,22-Jun,KC495PP19N026121,곽지해수욕장,곽지해수욕장,44450,관광명소
341710,22-Jun,KC495PP19N026008,광주패밀리랜드,광주패밀리랜드,43280,관광명소
344594,22-Jun,KC498PP19N004307,송해공원,송해공원,42700,관광명소
345990,22-Jun,KC498PP19N008147,일산호수공원,일산호수공원,41800,관광명소
344290,22-Jun,KC498PP19N000632,석촌호수,석촌호수,40740,관광명소
346901,22-Jun,KC498PP19N008160,태종대,태종대,40630,관광명소
344500,22-Jun,SAN_0448,속리산,속리산,40430,관광명소
342021,22-Jun,KC495PP19N026079,김녕해수욕장,김녕해수욕장,40340,관광명소
341634,22-Jun,KC498PP19N000024,공원,공원,40040,관광명소
342057,22-Jun,KC495PP19N026070,꽃지해수욕장,꽃지해수욕장,39150,관광명소
342349,22-Jun,KC495PP19N026146,다대포해수욕장,다대포해수욕장,38930,관광명소
344579,22-Jun,KC495PP19N026101,송지호해수욕장,송지호해수욕장,38880,관광명소
343169,22-Jun,KC495PP19N026093,몽산포해수욕장,몽산포해수욕장,37480,관광명소
344918,22-Jun,KC495PP19N026216,아야진해수욕장,아야진해수욕장,36480,관광명소
342988,22-Jun,KC495PP19N026071,만리포해수욕장,만리포해수욕장,36270,관광명소
343750,22-Jun,KC498PP19N000116,북서울꿈의숲,북서울꿈의숲,35520,관광명소
341662,22-Jun,SAN_0065,관악산,관악산,34510,관광명소
343715,22-Jun,KC498PP19N001522,부산시민공원,부산시민공원,33000,관광명소
344960,22-Jun,KC495PP19N026214,안목해변,안목해변,32980,관광명소
345769,22-Jun,SAN_0568,월악산,월악산,32650,관광명소
344932,22-Jun,KC495PP19N023285,아쿠아틱파크아마존,아쿠아틱파크아마존,32450,관광명소
344472,22-Jun,SAN_0445,소백산,소백산,31840,관광명소
341852,22-Jun,KC495PP19N022610,군위삼국유사테마파크,군위삼국유사테마파크,31760,관광명소
341695,22-Jun,KC495PP19N026060,광안리해수욕장,광안리해수욕장,31650,관광명소
344612,22-Jun,SAN_0453,수락산,수락산,31330,관광명소
341728,22-Jun,KC495PP19N022625,괴산자연드림파크,괴산자연드림파크,30940,관광명소
345368,22-Jun,CULTURE_001188,오죽헌,오죽헌,30580,관광명소
342471,22-Jun,SAN_0158,대둔산,대둔산,30370,관광명소
344583,22-Jun,KC495PP19N032496,송추계곡,송추계곡,30310,관광명소
345663,22-Jun,KC495PP19N026021,울산대공원,울산대공원,30170,관광명소
345674,22-Jun,SAN_0561,웅산,웅산,30080,관광명소
343705,22-Jun,KC495PP19N001193,부곡하와이,부곡하와이,29810,관광명소
343513,22-Jun,KC495PP19N015927,백운계곡,백운계곡,29790,관광명소
346248,22-Jun,KC498PP19N003539,제주곶자왈도립공원,제주곶자왈도립공원,29330,관광명소
343583,22-Jun,SAN_0318,변산,변산,28650,관광명소
347298,22-Jun,KC495PP19N026061,해운대해수욕장,해운대해수욕장,28460,관광명소
343026,22-Jun,KC495PP19N026053,망상해수욕장,망상해수욕장,28390,관광명소
344329,22-Jun,KC498PP19N007068,선유도공원,선유도공원,28120,관광명소
345057,22-Jun,KC498PP19N008126,양재시민의숲,양재시민의숲,27430,관광명소
343033,22-Jun,KC498PP19N008155,망원한강공원,망원한강공원,27360,관광명소
342845,22-Jun,SAN_0201,두타산,두타산,27220,관광명소
342947,22-Jun,SAN_0211,마산,마산,26950,관광명소
347181,22-Jun,KC498PP19N007861,한라산국립공원,한라산국립공원,26470,관광명소
346297,22-Jun,CULTURE_001250,종묘,종묘,26060,관광명소
342912,22-Jun,KC495PP19N022649,렛츠런파크(2023년1월예정),렛츠런파크,25820,관광명소
344926,22-Jun,SAN_0477,아차산,아차산,25680,관광명소
341489,22-Jun,CULTURE_001445,경주대릉원,경주대릉원,25330,관광명소
342136,22-Jun,SAN_0128,남산,남산,25330,관광명소
344033,22-Jun,KC495PP19N002969,삽교호놀이동산,삽교호놀이동산,25260,관광명소
347034,22-Jun,KC495PP19N026112,표선해수욕장,표선해수욕장,25230,관광명소
346971,22-Jun,SAN_0722,팔공산,팔공산,25120,관광명소
344548,22-Jun,KC498PP19N003542,송도달빛축제공원,송도달빛축제공원,25100,관광명소
341491,22-Jun,KC498PP19N003344,경주버드파크,경주버드파크,25050,관광명소
343209,22-Jun,KC495PP19N026069,무창포해수욕장,무창포해수욕장,25030,관광명소
342747,22-Jun,KC495PP19N026288,동막해수욕장,동막해수욕장,24820,관광명소
341510,22-Jun,SAN_0044,계룡산,계룡산,24800,관광명소
343187,22-Jun,SAN_0249,무등산,무등산,24370,관광명소
342663,22-Jun,SAN_0188,도봉산,도봉산,24210,관광명소
341577,22-Jun,KC498PP19N007781,고양어울림누리,고양어울림누리,24000,관광명소
345472,22-Jun,KC495PP19N026220,왕산해수욕장,왕산해수욕장,23990,관광명소
343915,22-Jun,SAN_0388,산방산,산방산,23870,관광명소
347555,22-Jun,KC495PP19N032727,흥정계곡,흥정계곡,23780,관광명소
347537,22-Jun,KC495PP19N000625,휘닉스블루캐니언,휘닉스블루캐니언,23670,관광명소
341940,22-Jun,SAN_0105,금산,금산,23660,관광명소
345576,22-Jun,KC495PP19N020111,용추계곡,용추계곡,23250,관광명소
347092,22-Jun,KC498PP19N002828,하늘공원,하늘공원,23170,관광명소
342666,22-Jun,KC498PP19N007261,도산공원,도산공원,22660,관광명소
344875,22-Jun,KC495PP19N026116,십리포해수욕장,십리포해수욕장,22490,관광명소
347027,22-Jun,KC495PP19N014036,포천계곡,포천계곡,22340,관광명소
341490,22-Jun,CULTURE_001210,경주문무대왕릉,경주문무대왕릉,22210,관광명소
343615,22-Jun,KC498PP19N004141,보라매공원,보라매공원,22000,관광명소
343426,22-Jun,KC495PP19N015692,방아머리해수욕장,방아머리해수욕장,21470,관광명소
347127,22-Jun,KC495PP19N016123,하이원추추파크,하이원추추파크,21420,관광명소
341895,22-Jun,SAN_0096,금강산,금강산,21140,관광명소
346377,22-Jun,KC495PP19N026066,중문색달해수욕장,중문색달해수욕장,21050,관광명소
346799,22-Jun,SAN_0696,치악산,치악산,20970,관광명소
346882,22-Jun,SAN_0708,태백산,태백산,20850,관광명소
344428,22-Jun,KC498PP19N003258,세종호수공원,세종호수공원,20830,관광명소
342601,22-Jun,SAN_0179,덕유산,덕유산,20730,관광명소
341562,22-Jun,KC495PP19N026000,고성공룡엑스포,고성공룡엑스포,20360,관광명소
344701,22-Jun,CULTURE_001237,숭례문,숭례문,20220,관광명소
346937,22-Jun,KC495PP19N026009,통도환타지아,통도환타지아,20050,관광명소
342961,22-Jun,SAN_0213,마이산,마이산,19690,관광명소
341527,22-Jun,KC495PP19N035732,고기리계곡,고기리계곡,19670,관광명소
344884,22-Jun,KC495PP19N001640,쌍곡계곡,쌍곡계곡,19610,관광명소
346768,22-Jun,KC495PP19N026110,춘장대해수욕장,춘장대해수욕장,19550,관광명소
344305,22-Jun,CULTURE_001322,선릉,선릉,19530,관광명소
345447,22-Jun,SAN_0534,와룡산,와룡산,19350,관광명소
346669,22-Jun,KC498PP19N004571,청라호수공원,청라호수공원,19320,관광명소
345533,22-Jun,KC498PP19N008117,용산가족공원,용산가족공원,19300,관광명소
347130,22-Jun,KC495PP19N026057,하조대해수욕장,하조대해수욕장,19030,관광명소
345487,22-Jun,SAN_0540,용각산,용각산,18800,관광명소
344349,22-Jun,KC498PP19N007864,설악산국립공원,설악산국립공원,18570,관광명소
344634,22-Jun,KC498PP19N001221,수변공원,수변공원,18550,관광명소
341837,22-Jun,KC495PP19N013856,국립생태원,국립생태원,18300,관광명소
346062,22-Jun,KC498PP19N008138,잠원한강공원,잠원한강공원,18220,관광명소
345780,22-Jun,SAN_0570,월출산,월출산,18210,관광명소
341486,22-Jun,KC498PP19N004049,경의선숲길,경의선숲길,17890,관광명소
342407,22-Jun,KC495PP19N026372,달산포해수욕장,달산포해수욕장,17860,관광명소
342570,22-Jun,KC495PP19N000792,더마파크,더마파크,17770,관광명소
344981,22-Jun,KC495PP19N033707,안양예술공원,안양예술공원,17640,관광명소
341334,22-Jun,SAN_0023,감악산,감악산,17480,관광명소
345618,22-Jun,KC495PP19N002780,우이동계곡,우이동계곡,17480,관광명소
347087,22-Jun,KC495PP19N026063,하나개해수욕장,하나개해수욕장,17460,관광명소
341674,22-Jun,SAN_0067,광교산,광교산,17370,관광명소
346060,22-Jun,KC498PP19N008140,잠실한강공원,잠실한강공원,17330,관광명소
345309,22-Jun,SAN_0512,오대산,오대산,17250,관광명소
346720,22-Jun,KC495PP19N026245,청포대해수욕장,청포대해수욕장,17170,관광명소
345522,22-Jun,SAN_0544,용문산,용문산,16940,관광명소
343198,22-Jun,KC495PP19N020496,무안황토갯벌랜드,무안황토갯벌랜드,16680,관광명소
346064,22-Jun,KC495PP19N026232,장경리해수욕장,장경리해수욕장,16580,관광명소
346510,22-Jun,KC495PP19N026108,진하해수욕장,진하해수욕장,16470,관광명소
346202,22-Jun,CULTURE_001199,정릉,정릉,16200,관광명소
342100,22-Jun,KC495PP19N026056,낙산해수욕장,낙산해수욕장,16150,관광명소
346325,22-Jun,SAN_0638,주왕산,주왕산,16150,관광명소
346144,22-Jun,KC495PP19N020116,장흥계곡,장흥계곡,15920,관광명소
341957,22-Jun,SAN_0110,금오산,금오산,15830,관광명소
341881,22-Jun,KC498PP19N007025,그린랜드,그린랜드,15660,관광명소
347185,22-Jun,KC498PP19N003113,한림공원,한림공원,15630,관광명소
341254,22-Jun,SAN_0009,가야산,가야산,15470,관광명소
346571,22-Jun,SAN_0665,천마산,천마산,15350,관광명소
341542,22-Jun,KC495PP19N026134,고래불해수욕장,고래불해수욕장,15320,관광명소
343398,22-Jun,SAN_0277,발왕산,발왕산,15320,관광명소
344625,22-Jun,SAN_0455,수리산,수리산,15170,관광명소
341625,22-Jun,KC495PP19N033840,공룡테마파크,공룡테마파크,15100,관광명소
342780,22-Jun,KC495PP19N033613,동촌유원지,동촌유원지,15040,관광명소
343070,22-Jun,KC495PP19N026092,맹방해수욕장,맹방해수욕장,15000,관광명소
344539,22-Jun,KC495PP19N015834,송계계곡,송계계곡,15000,관광명소
346810,22-Jun,SAN_0698,칠보산,칠보산,14990,관광명소
343276,22-Jun,KC498PP19N003573,물의정원,물의정원,14940,관광명소
342926,22-Jun,SAN_0207,마니산,마니산,14870,관광명소
343440,22-Jun,SAN_0281,방태산,방태산,14840,관광명소
346515,22-Jun,KC498PP19N007975,진해해양공원,진해해양공원,14730,관광명소
346889,22-Jun,KC498PP19N006646,태산패밀리파크,태산패밀리파크,14660,관광명소
343586,22-Jun,KC495PP19N026065,변산해수욕장,변산해수욕장,14490,관광명소
341504,22-Jun,CULTURE_001246,경희궁,경희궁,14400,관광명소
344433,22-Jun,KC498PP19N001099,센트럴파크,센트럴파크,14300,관광명소
347102,22-Jun,KC498PP19N003365,하늘정원,하늘정원,14290,관광명소
346803,22-Jun,SAN_0697,칠갑산,칠갑산,14260,관광명소
343517,22-Jun,SAN_0295,백운산,백운산,14170,관광명소
346709,22-Jun,KC495PP19N020340,청주랜드,청주랜드,14100,관광명소
341449,22-Jun,SAN_0035,검단산,검단산,14090,관광명소
346574,22-Jun,CULTURE_001223,천마총,천마총,14060,관광명소
346251,22-Jun,KC495PP19N020296,제주불빛정원,제주불빛정원,14010,관광명소
344446,22-Jun,SAN_0441,소금산,소금산,13890,관광명소
347426,22-Jun,KC495PP19N032718,화양계곡,화양계곡,13830,관광명소
345843,22-Jun,KC498PP19N008121,율동공원,율동공원,13680,관광명소
341970,22-Jun,SAN_0116,금정산,금정산,13530,관광명소
344296,22-Jun,KC495PP19N026192,선녀바위해수욕장,선녀바위해수욕장,13480,관광명소
344024,22-Jun,KC495PP19N026099,삼포해수욕장,삼포해수욕장,13310,관광명소
346326,22-Jun,KC498PP19N007857,주왕산국립공원,주왕산국립공원,13100,관광명소
342117,22-Jun,KC498PP19N007872,난지한강공원,난지한강공원,12890,관광명소
347473,22-Jun,SAN_0754,황매산,황매산,12850,관광명소
343203,22-Jun,KC495PP19N025291,무주반디랜드,무주반디랜드,12770,관광명소
345971,22-Jun,KC498PP19N008192,인천가족공원,인천가족공원,12690,관광명소
344483,22-Jun,SAN_0447,소요산,소요산,12590,관광명소
343324,22-Jun,KC495PP19N026168,민머루해수욕장,민머루해수욕장,12530,관광명소
344856,22-Jun,KC495PP19N014561,실미도유원지,실미도유원지,12510,관광명소
342619,22-Jun,KC495PP19N032371,덕풍계곡,덕풍계곡,12490,관광명소
345076,22-Jun,KC498PP19N003421,양평쉬자파크,양평쉬자파크,12380,관광명소
347105,22-Jun,KC495PP19N033802,하니랜드,하니랜드,12330,관광명소
344014,22-Jun,KC495PP19N026054,삼척해수욕장,삼척해수욕장,12240,관광명소
346869,22-Jun,KC498PP19N007276,탑골공원,탑골공원,12230,관광명소
345649,22-Jun,KC495PP19N033732,운일암반일암,운일암반일암,12220,관광명소
346208,22-Jun,KC495PP19N032642,정방폭포,정방폭포,12160,관광명소
342508,22-Jun,SAN_0169,대야산,대야산,12130,관광명소
342214,22-Jun,SAN_0135,내장산,내장산,12120,관광명소
343593,22-Jun,KC495PP19N020192,별빛정원우주,별빛정원우주,11950,관광명소
345944,22-Jun,KC498PP19N008143,이촌한강공원,이촌한강공원,11940,관광명소
344777,22-Jun,KC495PP19N026203,신두리해수욕장,신두리해수욕장,11920,관광명소
341253,22-Jun,KC495PP19N033545,가야랜드,가야랜드,11850,관광명소
341789,22-Jun,KC495PP19N020084,구미에코랜드,구미에코랜드,11700,관광명소
345811,22-Jun,SAN_0572,유명산,유명산,11680,관광명소
347440,22-Jun,KC495PP19N026052,화진포해수욕장,화진포해수욕장,11370,관광명소
344573,22-Jun,KC495PP19N026196,송정해수욕장,송정해수욕장,11360,관광명소
343901,22-Jun,SAN_0385,사패산,사패산,11300,관광명소
345380,22-Jun,KC495PP19N032562,옥계계곡,옥계계곡,11300,관광명소
344456,22-Jun,SAN_0442,소래산,소래산,11280,관광명소
344852,22-Jun,KC495PP19N033703,신흥레저타운,신흥레저타운,11240,관광명소
343716,22-Jun,KC495PP19N000608,부산어린이대공원,부산어린이대공원,11170,관광명소
342971,22-Jun,KC495PP19N026415,마차진해수욕장,마차진해수욕장,11150,관광명소
341915,22-Jun,KC495PP19N026277,금능해수욕장,금능해수욕장,11140,관광명소
346145,22-Jun,KC495PP19N033759,장흥유원지,장흥유원지,11100,관광명소
342816,22-Jun,KC498PP19N008132,두류공원,두류공원,11060,관광명소
343167,22-Jun,KC495PP19N015604,몽돌해수욕장,몽돌해수욕장,10940,관광명소
347431,22-Jun,SAN_0748,화왕산,화왕산,10830,관광명소
342981,22-Jun,KC498PP19N001535,만남의광장,만남의광장,10810,관광명소
346432,22-Jun,KC498PP19N007862,지리산국립공원,지리산국립공원,10790,관광명소
346498,22-Jun,KC495PP19N033773,진위천유원지,진위천유원지,10710,관광명소
343691,22-Jun,KC495PP19N026179,봉포해수욕장,봉포해수욕장,10620,관광명소
344552,22-Jun,KC495PP19N026100,송도해수욕장,송도해수욕장,10590,관광명소
347415,22-Jun,KC498PP19N003628,화산체육공원,화산체육공원,10590,관광명소
341628,22-Jun,CULTURE_001414,공산성,공산성,10570,관광명소
347371,22-Jun,KC498PP19N006701,호수공원,호수공원,10570,관광명소
343905,22-Jun,SAN_0387,산굼부리,산굼부리,10500,관광명소
345890,22-Jun,SAN_0577,응봉산,응봉산,10480,관광명소
347522,22-Jun,KC498PP19N007831,효창공원,효창공원,10470,관광명소
341697,22-Jun,KC495PP19N026272,광암해수욕장,광암해수욕장,10410,관광명소
343104,22-Jun,KC495PP19N015178,명사십리해수욕장,명사십리해수욕장,10410,관광명소
344013,22-Jun,KC498PP19N003311,삼척장미공원,삼척장미공원,10400,관광명소
343448,22-Jun,KC495PP19N035737,배내골,배내골,10390,관광명소
343081,22-Jun,KC495PP19N008027,메이즈랜드,메이즈랜드,10250,관광명소
346099,22-Jun,KC495PP19N026106,장사해수욕장,장사해수욕장,10220,관광명소
341841,22-Jun,SAN_0092,국사봉,국사봉,10200,관광명소
343974,22-Jun,KC495PP19N026186,삼봉해수욕장,삼봉해수욕장,10160,관광명소
347184,22-Jun,KC498PP19N006699,한려해상국립공원,한려해상국립공원,10120,관광명소
343308,22-Jun,KC495PP19N032412,미시령계곡,미시령계곡,9960,관광명소
346984,22-Jun,SAN_0723,팔봉산,팔봉산,9950,관광명소
345000,22-Jun,KC495PP19N020064,알파카월드,알파카월드,9940,관광명소
346034,22-Jun,KC498PP19N006846,자연농원,자연농원,9870,관광명소
345517,22-Jun,SAN_0543,용마산,용마산,9690,관광명소
346765,22-Jun,SAN_0694,축령산,축령산,9670,관광명소
345017,22-Jun,KC498PP19N006156,애기봉평화생태공원(2019년12월예정),애기봉평화생태공원,9640,관광명소
341805,22-Jun,KC495PP19N026077,구시포해수욕장,구시포해수욕장,9580,관광명소
341242,22-Jun,SAN_0007,가산,가산,9540,관광명소
343675,22-Jun,KC498PP19N006027,봉숭아,봉숭아,9540,관광명소
342704,22-Jun,KC495PP19N026413,독산해수욕장,독산해수욕장,9540,관광명소
342368,22-Jun,KC498PP19N003572,다산생태공원,다산생태공원,9500,관광명소
345225,22-Jun,SAN_0505,연화산,연화산,9340,관광명소
345281,22-Jun,SAN_0508,영축산,영축산,9310,관광명소
342937,22-Jun,KC498PP19N006744,마로니에공원,마로니에공원,9280,관광명소
343821,22-Jun,SAN_0375,비슬산,비슬산,9260,관광명소
345216,22-Jun,KC495PP19N026103,연포해수욕장,연포해수욕장,9250,관광명소
346042,22-Jun,KC495PP19N026230,자작도해수욕장,자작도해수욕장,9250,관광명소
344203,22-Jun,KC498PP19N000304,서서울호수공원,서서울호수공원,9240,관광명소
345643,22-Jun,SAN_0557,운악산,운악산,9240,관광명소
344929,22-Jun,KC495PP19N013507,아침가리계곡,아침가리계곡,9140,관광명소
343558,22-Jun,KC495PP19N001536,벌천포해수욕장,벌천포해수욕장,9090,관광명소
344427,22-Jun,KC498PP19N005958,세종중앙공원(2021년1월예정),세종중앙공원,8900,관광명소
343321,22-Jun,KC498PP19N002041,민락수변공원,민락수변공원,8870,관광명소
345154,22-Jun,KC498PP19N008144,여의도공원,여의도공원,8840,관광명소
341501,22-Jun,KC495PP19N026049,경포해수욕장,경포해수욕장,8770,관광명소
343224,22-Jun,KC498PP19N007847,문경새재도립공원,문경새재도립공원,8750,관광명소
345080,22-Jun,KC498PP19N006766,양화한강공원,양화한강공원,8750,관광명소
343118,22-Jun,KC495PP19N032394,명지계곡,명지계곡,8710,관광명소
343140,22-Jun,SAN_0244,모악산,모악산,8710,관광명소
343256,22-Jun,KC495PP19N020260,문화비축기지,문화비축기지,8680,관광명소
347124,22-Jun,KC495PP19N015742,하옥계곡,하옥계곡,8680,관광명소
344219,22-Jun,KC498PP19N004239,서울로7017,서울로7017,8650,관광명소
342660,22-Jun,KC495PP19N032373,도마치계곡,도마치계곡,8630,관광명소
343239,22-Jun,KC498PP19N000355,문암생태공원,문암생태공원,8520,관광명소
341554,22-Jun,KC495PP19N026135,고사포해수욕장,고사포해수욕장,8490,관광명소
346157,22-Jun,KC495PP19N032636,재인폭포,재인폭포,8480,관광명소
343964,22-Jun,KC495PP19N015081,삼막사계곡,삼막사계곡,8450,관광명소
345338,22-Jun,SAN_0515,오봉산,오봉산,8400,관광명소
345847,22-Jun,KC495PP19N026064,율포해수욕장,율포해수욕장,8400,관광명소
341687,22-Jun,SAN_0068,광덕산,광덕산,8350,관광명소
343465,22-Jun,KC495PP19N032419,백담계곡,백담계곡,8340,관광명소
346671,22-Jun,SAN_0687,청량산,청량산,8330,관광명소
341682,22-Jun,KC498PP19N008178,광나루한강공원,광나루한강공원,8310,관광명소
342526,22-Jun,KC498PP19N006175,대전반려동물공원(2021년10월예정),대전반려동물공원,8260,관광명소
341462,22-Jun,KC495PP19N026118,격포해수욕장,격포해수욕장,8160,관광명소
341228,22-Jun,SAN_0006,가리왕산,가리왕산,8150,관광명소
341794,22-Jun,SAN_0083,구봉산,구봉산,8100,관광명소
343192,22-Jun,KC495PP19N032401,무릉계곡,무릉계곡,8090,관광명소
346247,22-Jun,KC495PP19N026025,제주공룡랜드,제주공룡랜드,8090,관광명소
342763,22-Jun,KC495PP19N015852,동산계곡,동산계곡,8050,관광명소
345540,22-Jun,KC495PP19N023354,용소계곡,용소계곡,8040,관광명소
341826,22-Jun,KC495PP19N026274,구조라해수욕장,구조라해수욕장,8010,관광명소
342383,22-Jun,KC495PP19N033871,단양유람선,단양유람선,7970,관광명소
341273,22-Jun,SAN_0012,가지산,가지산,7700,관광명소
343572,22-Jun,KC495PP19N001503,베어트리파크,베어트리파크,7700,관광명소
342762,22-Jun,SAN_0193,동산,동산,7690,관광명소
342013,22-Jun,KC498PP19N008056,기흥호수공원,기흥호수공원,7670,관광명소
343996,22-Jun,SAN_0404,삼악산,삼악산,7580,관광명소
345950,22-Jun,KC495PP19N026123,이호테우해수욕장,이호테우해수욕장,7570,관광명소
346607,22-Jun,KC495PP19N032677,천제연폭포,천제연폭포,7570,관광명소
345369,22-Jun,KC498PP19N006681,오창호수공원,오창호수공원,7530,관광명소
342602,22-Jun,KC498PP19N007863,덕유산국립공원,덕유산국립공원,7530,관광명소
341719,22-Jun,KC495PP19N018719,광치기해변,광치기해변,7520,관광명소
345770,22-Jun,KC498PP19N007865,월악산국립공원,월악산국립공원,7520,관광명소
345654,22-Jun,KC498PP19N001687,운정호수공원,운정호수공원,7500,관광명소
342445,22-Jun,KC498PP19N003334,당진해양캠핑공원,당진해양캠핑공원,7500,관광명소
342790,22-Jun,KC495PP19N014000,동학사계곡,동학사계곡,7470,관광명소
346387,22-Jun,KC495PP19N002790,중산리계곡,중산리계곡,7450,관광명소
342169,22-Jun,KC495PP19N026085,남일대해수욕장,남일대해수욕장,7370,관광명소
343281,22-Jun,KC495PP19N017970,물한계곡,물한계곡,7350,관광명소
345995,22-Jun,KC495PP19N033751,일영유원지,일영유원지,7300,관광명소
347240,22-Jun,SAN_0738,함백산,함백산,7280,관광명소
345593,22-Jun,KC495PP19N026221,용화해수욕장,용화해수욕장,7270,관광명소
344457,22-Jun,KC498PP19N002277,소래습지생태공원,소래습지생태공원,7220,관광명소
343694,22-Jun,SAN_0346,봉화산,봉화산,7190,관광명소
344649,22-Jun,KC498PP19N003279,수성패밀리파크,수성패밀리파크,7160,관광명소
346246,22-Jun,KC498PP19N006612,제주4.3평화공원,제주4.3평화공원,7060,관광명소
346237,22-Jun,KC495PP19N026328,제부도해수욕장,제부도해수욕장,7050,관광명소
341886,22-Jun,KC498PP19N000032,근린공원,근린공원,7040,관광명소
342022,22-Jun,KC495PP19N032331,김삿갓계곡,김삿갓계곡,7030,관광명소
345001,22-Jun,KC498PP19N006645,암남공원,암남공원,7030,관광명소
346618,22-Jun,SAN_0674,천태산,천태산,7000,관광명소
342873,22-Jun,KC495PP19N026018,드림랜드,드림랜드,6960,관광명소
346084,22-Jun,CULTURE_001157,장릉,장릉,6940,관광명소
341956,22-Jun,KC495PP19N026004,금오랜드,금오랜드,6920,관광명소
347453,22-Jun,KC498PP19N003744,환호공원,환호공원,6890,관광명소
344432,22-Jun,KC495PP19N026303,세화해수욕장,세화해수욕장,6840,관광명소
346823,22-Jun,KC495PP19N026111,칠포해수욕장,칠포해수욕장,6810,관광명소
347148,22-Jun,KC495PP19N026113,학암포해수욕장,학암포해수욕장,6810,관광명소
343395,22-Jun,SAN_0276,발산,발산,6800,관광명소
346703,22-Jun,SAN_0688,청옥산,청옥산,6790,관광명소
