SEQ,SCCNT_YM,ORIGIN_SN_ID,KWRD_NM,SRCHWRD_NM,SCCNT,ORIGIN_TY
332313,Apr-22,KC495PP19N026010,에버랜드,에버랜드,1626600,관광명소
330149,Apr-22,KC495PP19N026003,롯데월드,롯데월드,1188300,관광명소
331434,Apr-22,KC495PP19N026005,서울랜드,서울랜드,532900,관광명소
328748,Apr-22,CULTURE_001254,경복궁,경복궁,318700,관광명소
331438,Apr-22,KC498PP19N008095,서울숲,서울숲,307400,관광명소
331433,Apr-22,KC495PP19N025985,서울대공원,서울대공원,306900,관광명소
332277,Apr-22,KC495PP19N026002,어린이대공원,어린이대공원,278000,관광명소
331502,Apr-22,KC498PP19N000632,석촌호수,석촌호수,254600,관광명소
329441,Apr-22,CULTURE_001509,남한산성,남한산성,248300,관광명소
328649,Apr-22,KC495PP19N026012,강원랜드,강원랜드,247000,관광명소
333103,Apr-22,KC495PP19N026020,이월드,이월드,208600,관광명소
333698,Apr-22,CULTURE_001249,창덕궁,창덕궁,187500,관광명소
328633,Apr-22,CULTURE_001471,강릉,강릉,187000,관광명소
333138,Apr-22,KC498PP19N008158,인천대공원,인천대공원,178800,관광명소
332339,Apr-22,KC498PP19N000039,여의도한강공원,여의도한강공원,127700,관광명소
330180,Apr-22,KC495PP19N022603,마산로봇랜드,마산로봇랜드,120570,관광명소
332613,Apr-22,KC498PP19N003230,올림픽공원,올림픽공원,114700,관광명소
333694,Apr-22,CULTURE_001251,창경궁,창경궁,111500,관광명소
329830,Apr-22,CULTURE_001248,덕수궁,덕수궁,111000,관광명소
333154,Apr-22,KC498PP19N008147,일산호수공원,일산호수공원,103290,관광명소
333595,Apr-22,SAN_0649,지리산,지리산,99500,관광명소
332150,Apr-22,SAN_0480,안산,안산,98100,관광명소
334332,Apr-22,SAN_0734,한라산,한라산,92900,관광명소
331047,Apr-22,SAN_0375,비슬산,비슬산,89370,관광명소
330611,Apr-22,KC498PP19N008149,반포한강공원,반포한강공원,87400,관광명소
331896,Apr-22,KC495PP19N014706,순천만국가정원,순천만국가정원,86950,관광명소
330132,Apr-22,KC498PP19N008156,뚝섬한강공원,뚝섬한강공원,86150,관광명소
332932,Apr-22,KC495PP19N033737,월미도,월미도,85700,관광명소
328980,Apr-22,KC495PP19N026008,광주패밀리랜드,광주패밀리랜드,84720,관광명소
328950,Apr-22,KC498PP19N001608,광교호수공원,광교호수공원,79980,관광명소
332665,Apr-22,SAN_0540,용각산,용각산,77500,관광명소
334620,Apr-22,SAN_0754,황매산,황매산,74000,관광명소
332714,Apr-22,SAN_0546,용산,용산,71400,관광명소
331414,Apr-22,SAN_0416,서산,서산,71200,관광명소
330981,Apr-22,SAN_0361,북한산,북한산,67100,관광명소
334384,Apr-22,KC495PP19N026114,함덕해수욕장,함덕해수욕장,66380,관광명소
333811,Apr-22,SAN_0684,청계산,청계산,66050,관광명소
331539,Apr-22,KC498PP19N007068,선유도공원,선유도공원,65110,관광명소
331068,Apr-22,KC495PP19N023376,뽀로로테마파크,뽀로로테마파크,63510,관광명소
331069,Apr-22,KC495PP19N022710,뽀로로테마파크(2020년5월예정),뽀로로테마파크,63510,관광명소
329709,Apr-22,SAN_0158,대둔산,대둔산,61160,관광명소
329779,Apr-22,KC495PP19N026068,대천해수욕장,대천해수욕장,60910,관광명소
330150,Apr-22,KC495PP19N020015,루지,루지,60800,관광명소
334184,Apr-22,KC498PP19N000298,포천아트밸리,포천아트밸리,60640,관광명소
330973,Apr-22,KC498PP19N000116,북서울꿈의숲,북서울꿈의숲,60090,관광명소
329355,Apr-22,KC498PP19N007232,낙산공원,낙산공원,58490,관광명소
334490,Apr-22,KC495PP19N026067,협재해수욕장,협재해수욕장,58120,관광명소
328904,Apr-22,KC498PP19N000024,공원,공원,57270,관광명소
331921,Apr-22,KC495PP19N019991,스포츠몬스터,스포츠몬스터,57070,관광명소
331559,Apr-22,SAN_0433,설악산,설악산,53190,관광명소
332716,Apr-22,KC498PP19N005320,용산공원,용산공원,52240,관광명소
333052,Apr-22,KC495PP19N026062,을왕리해수욕장,을왕리해수욕장,51390,관광명소
332841,Apr-22,KC495PP19N026021,울산대공원,울산대공원,50480,관광명소
330938,Apr-22,KC498PP19N001522,부산시민공원,부산시민공원,50160,관광명소
330690,Apr-22,SAN_0284,백두산,백두산,48050,관광명소
330838,Apr-22,KC498PP19N004141,보라매공원,보라매공원,47490,관광명소
333804,Apr-22,CULTURE_001236,첨성대,첨성대,46180,관광명소
328933,Apr-22,SAN_0065,관악산,관악산,46030,관광명소
333772,Apr-22,KC495PP19N032678,천지연폭포,천지연폭포,43970,관광명소
330060,Apr-22,KC495PP19N033893,두리랜드(공사중),두리랜드,43920,관광명소
332243,Apr-22,KC498PP19N008126,양재시민의숲,양재시민의숲,43710,관광명소
330024,Apr-22,KC498PP19N004250,동탄호수공원,동탄호수공원,43320,관광명소
330267,Apr-22,KC498PP19N008155,망원한강공원,망원한강공원,42770,관광명소
333771,Apr-22,SAN_0671,천주산,천주산,42340,관광명소
329396,Apr-22,SAN_0128,남산,남산,41250,관광명소
328765,Apr-22,CULTURE_001445,경주대릉원,경주대릉원,41020,관광명소
331706,Apr-22,SAN_0448,속리산,속리산,38820,관광명소
332116,Apr-22,SAN_0477,아차산,아차산,38330,관광명소
331813,Apr-22,SAN_0453,수락산,수락산,35860,관광명소
333061,Apr-22,SAN_0577,응봉산,응봉산,35710,관광명소
329312,Apr-22,KC495PP19N026070,꽃지해수욕장,꽃지해수욕장,35160,관광명소
330016,Apr-22,KC495PP19N033613,동촌유원지,동촌유원지,34320,관광명소
334245,Apr-22,KC498PP19N002828,하늘공원,하늘공원,34300,관광명소
332715,Apr-22,KC498PP19N008117,용산가족공원,용산가족공원,34260,관광명소
328761,Apr-22,KC498PP19N004049,경의선숲길,경의선숲길,33770,관광명소
330192,Apr-22,SAN_0213,마이산,마이산,33530,관광명소
334126,Apr-22,SAN_0722,팔공산,팔공산,32820,관광명소
333458,Apr-22,CULTURE_001250,종묘,종묘,32360,관광명소
330465,Apr-22,KC498PP19N000355,문암생태공원,문암생태공원,31390,관광명소
330144,Apr-22,KC495PP19N022649,렛츠런파크(2023년1월예정),렛츠런파크,30990,관광명소
333228,Apr-22,KC498PP19N008140,잠실한강공원,잠실한강공원,30970,관광명소
334091,Apr-22,KC495PP19N026009,통도환타지아,통도환타지아,30660,관광명소
328785,Apr-22,SAN_0044,계룡산,계룡산,30320,관광명소
329899,Apr-22,SAN_0188,도봉산,도봉산,30320,관광명소
333230,Apr-22,KC498PP19N008138,잠원한강공원,잠원한강공원,30140,관광명소
330177,Apr-22,SAN_0211,마산,마산,29500,관광명소
328836,Apr-22,KC495PP19N026000,고성공룡엑스포,고성공룡엑스포,28560,관광명소
328918,Apr-22,KC495PP19N026121,곽지해수욕장,곽지해수욕장,28190,관광명소
331251,Apr-22,KC495PP19N002969,삽교호놀이동산,삽교호놀이동산,27700,관광명소
330413,Apr-22,SAN_0249,무등산,무등산,27620,관광명소
331136,Apr-22,SAN_0388,산방산,산방산,27620,관광명소
331635,Apr-22,KC498PP19N003258,세종호수공원,세종호수공원,27510,관광명소
334054,Apr-22,KC498PP19N008160,태종대,태종대,27160,관광명소
328945,Apr-22,SAN_0067,광교산,광교산,26920,관광명소
