SEQ_NO,SCCNT_YM,ORIGIN_ID,REPRSNT_KWRD_NM,SRCHWRD_NM,SCCNT_VALUE,ORIGIN_CL_NM
277316,Aug-21,KC495PP19N026021,울산대공원,울산대공원,23660,관광명소
271544,Aug-21,KC495PP19N026179,봉포해수욕장,봉포해수욕장,23350,관광명소
270645,Aug-21,KC498PP19N008149,반포한강공원,반포한강공원,23290,관광명소
271263,Aug-21,KC495PP19N020192,별빛정원우주,별빛정원우주,23270,관광명소
275332,Aug-21,KC495PP19N020064,알파카월드,알파카월드,23030,관광명소
270313,Aug-21,KC498PP19N003573,물의정원,물의정원,22970,관광명소
271886,Aug-21,KC495PP19N002527,비둘기낭폭포,비둘기낭폭포,22910,관광명소
273808,Aug-21,SAN_0445,소백산,소백산,22870,관광명소
280104,Aug-21,KC495PP19N023196,천진암계곡,천진암계곡,22870,관광명소
272712,Aug-21,KC498PP19N008445,상족암군립공원,상족암군립공원,22540,관광명소
271196,Aug-21,KC495PP19N001503,베어트리파크,베어트리파크,22450,관광명소
265132,Aug-21,SAN_0044,계룡산,계룡산,22350,관광명소
268326,Aug-21,SAN_0179,덕유산,덕유산,22320,관광명소
282573,Aug-21,SAN_0754,황매산,황매산,22240,관광명소
278754,Aug-21,KC495PP19N023370,잭슨나인스,잭슨나인스,22150,관광명소
274965,Aug-21,KC495PP19N026116,십리포해수욕장,십리포해수욕장,22140,관광명소
279244,Aug-21,SAN_0638,주왕산,주왕산,22100,관광명소
270400,Aug-21,KC495PP19N032412,미시령계곡,미시령계곡,21880,관광명소
265481,Aug-21,CULTURE_001414,공산성,공산성,21770,관광명소
271626,Aug-21,KC498PP19N001522,부산시민공원,부산시민공원,21680,관광명소
281581,Aug-21,KC495PP19N016123,하이원추추파크,하이원추추파크,21590,관광명소
266638,Aug-21,KC495PP19N032331,김삿갓계곡,김삿갓계곡,21490,관광명소
266259,Aug-21,SAN_0096,금강산,금강산,21360,관광명소
269784,Aug-21,KC495PP19N015178,명사십리해수욕장,명사십리해수욕장,21150,관광명소
264600,Aug-21,SAN_0023,감악산,감악산,20960,관광명소
276461,Aug-21,KC495PP19N032562,옥계계곡,옥계계곡,20500,관광명소
279428,Aug-21,KC495PP19N002790,중산리계곡,중산리계곡,20500,관광명소
278444,Aug-21,KC495PP19N001120,작천정계곡,작천정계곡,20490,관광명소
279018,Aug-21,KC498PP19N003539,제주곶자왈도립공원,제주곶자왈도립공원,20310,관광명소
276254,Aug-21,SAN_0512,오대산,오대산,20020,관광명소
268755,Aug-21,KC495PP19N032376,동막계곡,동막계곡,19630,관광명소
270007,Aug-21,KC495PP19N014003,묘적사계곡,묘적사계곡,19610,관광명소
272534,Aug-21,KC495PP19N026099,삼포해수욕장,삼포해수욕장,19500,관광명소
268515,Aug-21,SAN_0188,도봉산,도봉산,19480,관광명소
265770,Aug-21,KC495PP19N022625,괴산자연드림파크,괴산자연드림파크,19380,관광명소
265585,Aug-21,KC495PP19N015116,관악산계곡,관악산계곡,18980,관광명소
272050,Aug-21,KC495PP19N014007,사나사계곡,사나사계곡,18940,관광명소
276055,Aug-21,KC495PP19N033716,영덕해맞이공원,영덕해맞이공원,18890,관광명소
278886,Aug-21,CULTURE_001199,정릉,정릉,18750,관광명소
265079,Aug-21,KC498PP19N003344,경주버드파크,경주버드파크,18570,관광명소
270666,Aug-21,SAN_0277,발왕산,발왕산,18560,관광명소
276968,Aug-21,KC495PP19N032586,용수골계곡,용수골계곡,18520,관광명소
281908,Aug-21,KC495PP19N032593,함양용추계곡,함양용추계곡,18500,관광명소
280880,Aug-21,SAN_0708,태백산,태백산,18330,관광명소
279817,Aug-21,KC498PP19N007975,진해해양공원,진해해양공원,18320,관광명소
271601,Aug-21,KC495PP19N026128,부남해수욕장,부남해수욕장,18310,관광명소
266094,Aug-21,KC495PP19N013856,국립생태원,국립생태원,18280,관광명소
266217,Aug-21,KC498PP19N007025,그린랜드,그린랜드,18250,관광명소
278266,Aug-21,KC495PP19N014496,일영계곡,일영계곡,18240,관광명소
278985,Aug-21,KC495PP19N026328,제부도해수욕장,제부도해수욕장,18150,관광명소
275273,Aug-21,KC495PP19N033707,안양예술공원,안양예술공원,18110,관광명소
280591,Aug-21,KC495PP19N020274,충주라이트월드,충주라이트월드,18080,관광명소
281095,Aug-21,KC495PP19N026252,파도리해수욕장,파도리해수욕장,17960,관광명소
279467,Aug-21,KC495PP19N032663,중원계곡,중원계곡,17900,관광명소
267196,Aug-21,SAN_0135,내장산,내장산,17830,관광명소
281522,Aug-21,KC495PP19N033802,하니랜드,하니랜드,17820,관광명소
270075,Aug-21,KC495PP19N020496,무안황토갯벌랜드,무안황토갯벌랜드,17810,관광명소
278751,Aug-21,KC495PP19N032636,재인폭포,재인폭포,17660,관광명소
268524,Aug-21,KC498PP19N007261,도산공원,도산공원,17490,관광명소
268267,Aug-21,KC495PP19N013998,덕동계곡,덕동계곡,17340,관광명소
273400,Aug-21,KC498PP19N007068,선유도공원,선유도공원,17320,관광명소
270054,Aug-21,KC495PP19N032401,무릉계곡,무릉계곡,17290,관광명소
275504,Aug-21,KC498PP19N008126,양재시민의숲,양재시민의숲,17190,관광명소
279163,Aug-21,CULTURE_001250,종묘,종묘,17150,관광명소
278197,Aug-21,KC498PP19N008192,인천가족공원,인천가족공원,17090,관광명소
265106,Aug-21,KC495PP19N026049,경포해수욕장,경포해수욕장,17080,관광명소
272400,Aug-21,KC495PP19N026186,삼봉해수욕장,삼봉해수욕장,17070,관광명소
273459,Aug-21,KC498PP19N007864,설악산국립공원,설악산국립공원,17050,관광명소
270815,Aug-21,KC495PP19N035737,배내골,배내골,17030,관광명소
279247,Aug-21,KC498PP19N007857,주왕산국립공원,주왕산국립공원,17000,관광명소
278675,Aug-21,KC495PP19N014027,장전계곡,장전계곡,16980,관광명소
277086,Aug-21,KC495PP19N032605,용현계곡,용현계곡,16840,관광명소
265468,Aug-21,KC495PP19N033840,공룡테마파크,공룡테마파크,16520,관광명소
271288,Aug-21,KC495PP19N014489,병지방계곡,병지방계곡,16510,관광명소
271326,Aug-21,KC498PP19N004141,보라매공원,보라매공원,16360,관광명소
279207,Aug-21,KC495PP19N026051,주문진해수욕장,주문진해수욕장,16360,관광명소
281037,Aug-21,KC495PP19N026009,통도환타지아,통도환타지아,16360,관광명소
270409,Aug-21,KC495PP19N032413,미인폭포,미인폭포,16110,관광명소
280020,Aug-21,KC495PP19N032672,천불동계곡,천불동계곡,16100,관광명소
281103,Aug-21,KC495PP19N032697,파래소폭포,파래소폭포,16030,관광명소
277847,Aug-21,KC498PP19N008121,율동공원,율동공원,15780,관광명소
268232,Aug-21,KC495PP19N000792,더마파크,더마파크,15770,관광명소
278085,Aug-21,KC498PP19N000609,이순신광장,이순신광장,15760,관광명소
281514,Aug-21,KC498PP19N003365,하늘정원,하늘정원,15740,관광명소
273435,Aug-21,KC495PP19N026193,설리해수욕장,설리해수욕장,15730,관광명소
277468,Aug-21,KC495PP19N013954,원앙폭포,원앙폭포,15620,관광명소
280275,Aug-21,KC498PP19N004571,청라호수공원,청라호수공원,15610,관광명소
279015,Aug-21,KC495PP19N026025,제주공룡랜드,제주공룡랜드,15580,관광명소
277061,Aug-21,KC495PP19N000949,용추폭포,용추폭포,15450,관광명소
279993,Aug-21,CULTURE_001223,천마총,천마총,15360,관광명소
272510,Aug-21,KC495PP19N014719,삼천사계곡,삼천사계곡,15190,관광명소
265222,Aug-21,KC495PP19N026134,고래불해수욕장,고래불해수욕장,15190,관광명소
276898,Aug-21,SAN_0544,용문산,용문산,15100,관광명소
274487,Aug-21,CULTURE_001237,숭례문,숭례문,15080,관광명소
264992,Aug-21,KC495PP19N026118,격포해수욕장,격포해수욕장,14950,관광명소
275939,Aug-21,KC495PP19N019114,연오랑세오녀테마공원,연오랑세오녀테마공원,14880,관광명소
278721,Aug-21,KC495PP19N033759,장흥유원지,장흥유원지,14820,관광명소
272220,Aug-21,SAN_0388,산방산,산방산,14790,관광명소
270156,Aug-21,KC498PP19N007847,문경새재도립공원,문경새재도립공원,14770,관광명소
282764,Aug-21,KC495PP19N000625,휘닉스블루캐니언,휘닉스블루캐니언,14710,관광명소
266447,Aug-21,SAN_0110,금오산,금오산,14650,관광명소
269984,Aug-21,KC495PP19N015604,몽돌해수욕장,몽돌해수욕장,14600,관광명소
268637,Aug-21,KC495PP19N026413,독산해수욕장,독산해수욕장,14490,관광명소
276787,Aug-21,SAN_0540,용각산,용각산,14490,관광명소
267061,Aug-21,KC495PP19N026085,남일대해수욕장,남일대해수욕장,14480,관광명소
271022,Aug-21,SAN_0295,백운산,백운산,14440,관광명소
277821,Aug-21,KC495PP19N033745,육림랜드,육림랜드,14360,관광명소
277104,Aug-21,KC495PP19N026221,용화해수욕장,용화해수욕장,14140,관광명소
265326,Aug-21,KC498PP19N007781,고양어울림누리,고양어울림누리,14130,관광명소
275122,Aug-21,KC495PP19N013507,아침가리계곡,아침가리계곡,14070,관광명소
264372,Aug-21,SAN_0009,가야산,가야산,14070,관광명소
269275,Aug-21,SAN_0207,마니산,마니산,14010,관광명소
268285,Aug-21,KC495PP19N001358,덕산기계곡,덕산기계곡,13920,관광명소
269592,Aug-21,KC498PP19N008155,망원한강공원,망원한강공원,13910,관광명소
267521,Aug-21,KC495PP19N032352,능강계곡,능강계곡,13880,관광명소
267119,Aug-21,SAN_0132,남해금산,남해금산,13790,관광명소
268655,Aug-21,KC495PP19N020300,돈내코계곡,돈내코계곡,13760,관광명소
270328,Aug-21,KC495PP19N017970,물한계곡,물한계곡,13720,관광명소
278907,Aug-21,KC495PP19N032642,정방폭포,정방폭포,13710,관광명소
279984,Aug-21,SAN_0665,천마산,천마산,13690,관광명소
264831,Aug-21,KC498PP19N007835,갯골생태공원,갯골생태공원,13670,관광명소
279027,Aug-21,KC495PP19N020296,제주불빛정원,제주불빛정원,13670,관광명소
275976,Aug-21,KC495PP19N026103,연포해수욕장,연포해수욕장,13370,관광명소
271088,Aug-21,KC495PP19N032427,뱀사골계곡,뱀사골계곡,13330,관광명소
275696,Aug-21,KC495PP19N032545,엉또폭포,엉또폭포,13330,관광명소
276777,Aug-21,KC495PP19N026315,외옹치해수욕장,외옹치해수욕장,13270,관광명소
268859,Aug-21,KC495PP19N033613,동촌유원지,동촌유원지,13260,관광명소
281641,Aug-21,KC495PP19N026113,학암포해수욕장,학암포해수욕장,13260,관광명소
265816,Aug-21,KC495PP19N032303,구곡폭포,구곡폭포,13200,관광명소
264950,Aug-21,SAN_0035,검단산,검단산,13170,관광명소
265259,Aug-21,KC495PP19N026135,고사포해수욕장,고사포해수욕장,13090,관광명소
275616,Aug-21,KC495PP19N032539,어비계곡,어비계곡,12890,관광명소
273693,Aug-21,KC498PP19N001099,센트럴파크,센트럴파크,12880,관광명소
265063,Aug-21,KC498PP19N004049,경의선숲길,경의선숲길,12880,관광명소
266323,Aug-21,KC495PP19N026277,금능해수욕장,금능해수욕장,12770,관광명소
280657,Aug-21,SAN_0697,칠갑산,칠갑산,12760,관광명소
279762,Aug-21,KC495PP19N033773,진위천유원지,진위천유원지,12640,관광명소
282258,Aug-21,KC495PP19N002722,호박소계곡,호박소계곡,12470,관광명소
265950,Aug-21,KC495PP19N020084,구미에코랜드,구미에코랜드,12380,관광명소
281251,Aug-21,KC498PP19N003477,평택호예술공원,평택호예술공원,12260,관광명소
281728,Aug-21,KC498PP19N007861,한라산국립공원,한라산국립공원,12160,관광명소
277764,Aug-21,KC495PP19N032618,유명산계곡,유명산계곡,12150,관광명소
277761,Aug-21,SAN_0572,유명산,유명산,12120,관광명소
277969,Aug-21,SAN_0577,응봉산,응봉산,12070,관광명소
271498,Aug-21,KC498PP19N006027,봉숭아,봉숭아,12060,관광명소
281738,Aug-21,KC498PP19N003113,한림공원,한림공원,12060,관광명소
277338,Aug-21,KC495PP19N026318,울진해수욕장,울진해수욕장,11980,관광명소
276883,Aug-21,SAN_0543,용마산,용마산,11950,관광명소
279975,Aug-21,KC495PP19N026109,천리포해수욕장,천리포해수욕장,11950,관광명소
274243,Aug-21,SAN_0455,수리산,수리산,11910,관광명소
280546,Aug-21,SAN_0694,축령산,축령산,11910,관광명소
267015,Aug-21,KC495PP19N026282,남애3리해수욕장,남애3리해수욕장,11910,관광명소
280713,Aug-21,KC495PP19N026111,칠포해수욕장,칠포해수욕장,11900,관광명소
276280,Aug-21,KC495PP19N023223,오류고아라해변,오류고아라해변,11890,관광명소
265651,Aug-21,SAN_0068,광덕산,광덕산,11850,관광명소
276691,Aug-21,KC495PP19N026219,와현해수욕장,와현해수욕장,11660,관광명소
280675,Aug-21,SAN_0698,칠보산,칠보산,11650,관광명소
282561,Aug-21,SAN_0753,황령산,황령산,11590,관광명소
278082,Aug-21,KC498PP19N007873,이순신공원,이순신공원,11570,관광명소
278475,Aug-21,KC495PP19N032631,장각폭포,장각폭포,11550,관광명소
276930,Aug-21,KC498PP19N005320,용산공원,용산공원,11500,관광명소
278269,Aug-21,KC495PP19N033751,일영유원지,일영유원지,11500,관광명소
275679,Aug-21,KC495PP19N032543,얼음골,얼음골,11460,관광명소
278472,Aug-21,KC498PP19N008138,잠원한강공원,잠원한강공원,11460,관광명소
268082,Aug-21,KC495PP19N015893,대원사계곡,대원사계곡,11280,관광명소
273835,Aug-21,SAN_0447,소요산,소요산,11260,관광명소
280263,Aug-21,CULTURE_001463,청도읍성,청도읍성,11230,관광명소
271171,Aug-21,KC495PP19N032429,법수치계곡,법수치계곡,11170,관광명소
278713,Aug-21,KC495PP19N026235,장호해수욕장,장호해수욕장,11140,관광명소
264565,Aug-21,KC495PP19N026405,갈음이해수욕장,갈음이해수욕장,11110,관광명소
272681,Aug-21,KC495PP19N020322,상어가족,상어가족,11080,관광명소
280107,Aug-21,KC495PP19N026243,천진해수욕장,천진해수욕장,11070,관광명소
281735,Aug-21,KC498PP19N006699,한려해상국립공원,한려해상국립공원,11040,관광명소
265525,Aug-21,KC495PP19N026136,공현진해수욕장,공현진해수욕장,11000,관광명소
278069,Aug-21,KC498PP19N001551,이사부사자공원,이사부사자공원,11000,관광명소
277634,Aug-21,KC498PP19N007865,월악산국립공원,월악산국립공원,10990,관광명소
267077,Aug-21,KC495PP19N013994,남창계곡,남창계곡,10980,관광명소
280091,Aug-21,KC495PP19N032677,천제연폭포,천제연폭포,10980,관광명소
273661,Aug-21,KC495PP19N033679,세리월드,세리월드,10970,관광명소
275169,Aug-21,KC495PP19N032533,안덕계곡,안덕계곡,10940,관광명소
267190,Aug-21,KC495PP19N014478,내원사계곡,내원사계곡,10930,관광명소
280898,Aug-21,KC498PP19N006646,태산패밀리파크,태산패밀리파크,10820,관광명소
282717,Aug-21,KC498PP19N007831,효창공원,효창공원,10820,관광명소
272179,Aug-21,SAN_0385,사패산,사패산,10810,관광명소
279562,Aug-21,KC498PP19N007862,지리산국립공원,지리산국립공원,10690,관광명소
274699,Aug-21,KC495PP19N026203,신두리해수욕장,신두리해수욕장,10680,관광명소
277213,Aug-21,KC495PP19N032607,운계폭포,운계폭포,10680,관광명소
282269,Aug-21,KC498PP19N006701,호수공원,호수공원,10680,관광명소
275947,Aug-21,SAN_0503,연인산,연인산,10640,관광명소
269259,Aug-21,KC495PP19N026162,마검포해수욕장,마검포해수욕장,10510,관광명소
265873,Aug-21,KC495PP19N026075,구룡포해수욕장,구룡포해수욕장,10510,관광명소
277679,Aug-21,KC495PP19N026132,월포해수욕장,월포해수욕장,10500,관광명소
268049,Aug-21,SAN_0169,대야산,대야산,10410,관광명소
