SEQ,SCCNT_YM,ORIGIN_SN_ID,KWRD_NM,SRCHWRD_NM,SCCNT,ORIGIN_TY
304580,Jan-22,KC495PP19N026003,롯데월드,롯데월드,845800,관광명소
310362,Jan-22,KC495PP19N026010,에버랜드,에버랜드,485700,관광명소
300461,Jan-22,CULTURE_001471,강릉,강릉,307700,관광명소
315734,Jan-22,SAN_0734,한라산,한라산,298700,관광명소
300508,Jan-22,KC495PP19N026012,강원랜드,강원랜드,226600,관광명소
308019,Jan-22,KC495PP19N026005,서울랜드,서울랜드,219000,관광명소
313796,Jan-22,SAN_0649,지리산,지리산,183600,관광명소
300790,Jan-22,CULTURE_001254,경복궁,경복궁,168700,관광명소
303755,Jan-22,SAN_0179,덕유산,덕유산,162300,관광명소
304583,Jan-22,KC495PP19N020015,루지,루지,119700,관광명소
306038,Jan-22,SAN_0284,백두산,백두산,112370,관광명소
309314,Jan-22,KC495PP19N019991,스포츠몬스터,스포츠몬스터,96490,관광명소
312480,Jan-22,KC495PP19N026020,이월드,이월드,94900,관광명소
315737,Jan-22,KC498PP19N007861,한라산국립공원,한라산국립공원,87890,관광명소
309909,Jan-22,SAN_0480,안산,안산,82400,관광명소
302660,Jan-22,CULTURE_001509,남한산성,남한산성,71650,관광명소
312014,Jan-22,KC495PP19N033737,월미도,월미도,68780,관광명소
308031,Jan-22,KC498PP19N008095,서울숲,서울숲,66560,관광명소
310271,Jan-22,KC495PP19N026002,어린이대공원,어린이대공원,65930,관광명소
307040,Jan-22,KC495PP19N023376,뽀로로테마파크,뽀로로테마파크,63680,관광명소
307043,Jan-22,KC495PP19N022710,뽀로로테마파크(2020년5월예정),뽀로로테마파크,63680,관광명소
308351,Jan-22,SAN_0433,설악산,설악산,61630,관광명소
314972,Jan-22,SAN_0708,태백산,태백산,59650,관광명소
306806,Jan-22,SAN_0361,북한산,북한산,51630,관광명소
307967,Jan-22,SAN_0416,서산,서산,50900,관광명소
308016,Jan-22,KC495PP19N025985,서울대공원,서울대공원,50420,관광명소
303734,Jan-22,CULTURE_001248,덕수궁,덕수궁,49900,관광명소
304666,Jan-22,KC495PP19N022603,마산로봇랜드,마산로봇랜드,49500,관광명소
302441,Jan-22,KC498PP19N007232,낙산공원,낙산공원,49410,관광명소
302730,Jan-22,SAN_0134,내연산,내연산,48870,관광명소
303586,Jan-22,KC495PP19N026068,대천해수욕장,대천해수욕장,48540,관광명소
316176,Jan-22,KC495PP19N026067,협재해수욕장,협재해수욕장,47230,관광명소
315883,Jan-22,KC495PP19N026114,함덕해수욕장,함덕해수욕장,47130,관광명소
306340,Jan-22,SAN_0318,변산,변산,46160,관광명소
311449,Jan-22,KC498PP19N005320,용산공원,용산공원,45670,관광명소
314067,Jan-22,CULTURE_001249,창덕궁,창덕궁,45430,관광명소
312342,Jan-22,KC495PP19N026062,을왕리해수욕장,을왕리해수욕장,44470,관광명소
311443,Jan-22,SAN_0546,용산,용산,43970,관광명소
315354,Jan-22,KC498PP19N000298,포천아트밸리,포천아트밸리,43460,관광명소
308672,Jan-22,SAN_0445,소백산,소백산,41750,관광명소
300904,Jan-22,SAN_0049,계방산,계방산,40890,관광명소
305846,Jan-22,SAN_0277,발왕산,발왕산,40550,관광명소
311174,Jan-22,KC498PP19N003230,올림픽공원,올림픽공원,39900,관광명소
301800,Jan-22,KC495PP19N022610,군위삼국유사테마파크,군위삼국유사테마파크,39210,관광명소
312573,Jan-22,KC498PP19N008192,인천가족공원,인천가족공원,38830,관광명소
314270,Jan-22,KC495PP19N032678,천지연폭포,천지연폭포,37040,관광명소
301418,Jan-22,KC495PP19N026008,광주패밀리랜드,광주패밀리랜드,36860,관광명소
303398,Jan-22,SAN_0158,대둔산,대둔산,34050,관광명소
314055,Jan-22,CULTURE_001251,창경궁,창경궁,33910,관광명소
314383,Jan-22,SAN_0684,청계산,청계산,33690,관광명소
305291,Jan-22,SAN_0249,무등산,무등산,33470,관광명소
301294,Jan-22,SAN_0065,관악산,관악산,31860,관광명소
304658,Jan-22,SAN_0211,마산,마산,31450,관광명소
301339,Jan-22,KC498PP19N001608,광교호수공원,광교호수공원,30050,관광명소
309247,Jan-22,KC495PP19N014706,순천만국가정원,순천만국가정원,30050,관광명소
313077,Jan-22,KC495PP19N023370,잭슨나인스,잭슨나인스,29860,관광명소
311327,Jan-22,SAN_0540,용각산,용각산,29850,관광명소
301878,Jan-22,KC498PP19N007025,그린랜드,그린랜드,28560,관광명소
311001,Jan-22,CULTURE_001188,오죽헌,오죽헌,27700,관광명소
309818,Jan-22,SAN_0477,아차산,아차산,26800,관광명소
302539,Jan-22,SAN_0128,남산,남산,26580,관광명소
306661,Jan-22,KC495PP19N001193,부곡하와이,부곡하와이,25650,관광명소
315019,Jan-22,KC498PP19N008160,태종대,태종대,25420,관광명소
308735,Jan-22,SAN_0448,속리산,속리산,25210,관광명소
314360,Jan-22,CULTURE_001236,첨성대,첨성대,25200,관광명소
301217,Jan-22,KC498PP19N000024,공원,공원,24950,관광명소
309906,Jan-22,KC495PP19N026214,안목해변,안목해변,24720,관광명소
315209,Jan-22,SAN_0722,팔공산,팔공산,24330,관광명소
300886,Jan-22,SAN_0044,계룡산,계룡산,24210,관광명소
314965,Jan-22,SAN_0707,태기산,태기산,23120,관광명소
300838,Jan-22,CULTURE_001210,경주문무대왕릉,경주문무대왕릉,23070,관광명소
308200,Jan-22,KC498PP19N000632,석촌호수,석촌호수,22640,관광명소
300841,Jan-22,KC498PP19N003344,경주버드파크,경주버드파크,22280,관광명소
302336,Jan-22,KC495PP19N026070,꽃지해수욕장,꽃지해수욕장,22100,관광명소
304241,Jan-22,KC498PP19N004250,동탄호수공원,동탄호수공원,21670,관광명소
315895,Jan-22,SAN_0738,함백산,함백산,21440,관광명소
313187,Jan-22,CULTURE_001199,정릉,정릉,21300,관광명소
313299,Jan-22,KC498PP19N003539,제주곶자왈도립공원,제주곶자왈도립공원,21230,관광명소
315513,Jan-22,KC498PP19N002828,하늘공원,하늘공원,21200,관광명소
303931,Jan-22,SAN_0188,도봉산,도봉산,20990,관광명소
301251,Jan-22,KC495PP19N026121,곽지해수욕장,곽지해수욕장,20950,관광명소
304700,Jan-22,SAN_0213,마이산,마이산,20820,관광명소
314754,Jan-22,SAN_0696,치악산,치악산,20800,관광명소
307238,Jan-22,SAN_0388,산방산,산방산,20520,관광명소
301024,Jan-22,KC495PP19N026000,고성공룡엑스포,고성공룡엑스포,20250,관광명소
312580,Jan-22,KC498PP19N008158,인천대공원,인천대공원,19770,관광명소
300835,Jan-22,CULTURE_001445,경주대릉원,경주대릉원,19250,관광명소
313435,Jan-22,CULTURE_001250,종묘,종묘,19190,관광명소
307212,Jan-22,SAN_0387,산굼부리,산굼부리,19170,관광명소
301914,Jan-22,SAN_0096,금강산,금강산,19020,관광명소
301468,Jan-22,KC495PP19N022625,괴산자연드림파크,괴산자연드림파크,18980,관광명소
312051,Jan-22,SAN_0568,월악산,월악산,18900,관광명소
303937,Jan-22,KC498PP19N007261,도산공원,도산공원,18640,관광명소
302031,Jan-22,SAN_0105,금산,금산,18590,관광명소
309017,Jan-22,SAN_0453,수락산,수락산,18520,관광명소
311894,Jan-22,KC495PP19N015060,원마운트,원마운트,18410,관광명소
303076,Jan-22,KC495PP19N026146,다대포해수욕장,다대포해수욕장,18120,관광명소
308237,Jan-22,CULTURE_001322,선릉,선릉,18070,관광명소
306686,Jan-22,KC498PP19N001522,부산시민공원,부산시민공원,17850,관광명소
305338,Jan-22,KC495PP19N025291,무주반디랜드,무주반디랜드,17830,관광명소
310841,Jan-22,SAN_0512,오대산,오대산,17820,관광명소
307542,Jan-22,KC495PP19N002969,삽교호놀이동산,삽교호놀이동산,17620,관광명소
314766,Jan-22,SAN_0697,칠갑산,칠갑산,17180,관광명소
308747,Jan-22,KC495PP19N026055,속초해수욕장,속초해수욕장,17170,관광명소
311788,Jan-22,KC495PP19N026021,울산대공원,울산대공원,17100,관광명소
312878,Jan-22,CULTURE_001157,장릉,장릉,17060,관광명소
315111,Jan-22,KC495PP19N026009,통도환타지아,통도환타지아,16940,관광명소
306366,Jan-22,KC495PP19N020192,별빛정원우주,별빛정원우주,16660,관광명소
310043,Jan-22,KC495PP19N033708,암산유원지,암산유원지,16470,관광명소
301381,Jan-22,KC495PP19N026060,광안리해수욕장,광안리해수욕장,16360,관광명소
312082,Jan-22,SAN_0570,월출산,월출산,16170,관광명소
306785,Jan-22,KC498PP19N000116,북서울꿈의숲,북서울꿈의숲,16060,관광명소
309263,Jan-22,CULTURE_001237,숭례문,숭례문,16040,관광명소
309052,Jan-22,SAN_0455,수리산,수리산,16030,관광명소
300720,Jan-22,SAN_0035,검단산,검단산,15970,관광명소
310436,Jan-22,KC498PP19N000039,여의도한강공원,여의도한강공원,15830,관광명소
313308,Jan-22,KC495PP19N020296,제주불빛정원,제주불빛정원,15650,관광명소
302241,Jan-22,KC495PP19N026079,김녕해수욕장,김녕해수욕장,15630,관광명소
300414,Jan-22,SAN_0023,감악산,감악산,15490,관광명소
313510,Jan-22,SAN_0638,주왕산,주왕산,15320,관광명소
306165,Jan-22,SAN_0295,백운산,백운산,15170,관광명소
301764,Jan-22,KC495PP19N013856,국립생태원,국립생태원,15040,관광명소
301325,Jan-22,SAN_0067,광교산,광교산,15030,관광명소
303521,Jan-22,CULTURE_001170,대웅전,대웅전,15030,관광명소
312619,Jan-22,KC498PP19N008147,일산호수공원,일산호수공원,14950,관광명소
304604,Jan-22,SAN_0207,마니산,마니산,14730,관광명소
316638,Jan-22,KC498PP19N007831,효창공원,효창공원,14690,관광명소
316523,Jan-22,SAN_0754,황매산,황매산,14440,관광명소
304757,Jan-22,KC498PP19N001535,만남의광장,만남의광장,14030,관광명소
305678,Jan-22,SAN_0270,민주지산,민주지산,13980,관광명소
308354,Jan-22,KC498PP19N007864,설악산국립공원,설악산국립공원,13970,관광명소
300216,Jan-22,SAN_0009,가야산,가야산,13560,관광명소
314164,Jan-22,SAN_0665,천마산,천마산,13510,관광명소
307203,Jan-22,SAN_0385,사패산,사패산,12940,관광명소
314783,Jan-22,SAN_0698,칠보산,칠보산,12940,관광명소
308308,Jan-22,SAN_0428,선자령,선자령,12920,관광명소
313296,Jan-22,KC495PP19N026025,제주공룡랜드,제주공룡랜드,12870,관광명소
308594,Jan-22,SAN_0441,소금산,소금산,12650,관광명소
302073,Jan-22,SAN_0110,금오산,금오산,12590,관광명소
310176,Jan-22,KC498PP19N008126,양재시민의숲,양재시민의숲,12580,관광명소
302739,Jan-22,SAN_0135,내장산,내장산,12500,관광명소
301060,Jan-22,KC498PP19N007781,고양어울림누리,고양어울림누리,12470,관광명소
300213,Jan-22,KC495PP19N033545,가야랜드,가야랜드,12450,관광명소
308626,Jan-22,SAN_0442,소래산,소래산,12390,관광명소
311432,Jan-22,SAN_0545,용봉산,용봉산,12240,관광명소
300871,Jan-22,CULTURE_001246,경희궁,경희궁,12200,관광명소
311419,Jan-22,SAN_0544,용문산,용문산,12130,관광명소
303758,Jan-22,KC498PP19N007863,덕유산국립공원,덕유산국립공원,12050,관광명소
308337,Jan-22,SAN_0430,설봉산,설봉산,11950,관광명소
312364,Jan-22,SAN_0577,응봉산,응봉산,11950,관광명소
308560,Jan-22,KC498PP19N001099,센트럴파크,센트럴파크,11650,관광명소
313513,Jan-22,KC498PP19N007857,주왕산국립공원,주왕산국립공원,11480,관광명소
306983,Jan-22,SAN_0375,비슬산,비슬산,11260,관광명소
315746,Jan-22,KC498PP19N003113,한림공원,한림공원,11260,관광명소
300264,Jan-22,SAN_0012,가지산,가지산,11260,관광명소
310024,Jan-22,KC495PP19N020064,알파카월드,알파카월드,11210,관광명소
306422,Jan-22,KC498PP19N004141,보라매공원,보라매공원,10920,관광명소
304140,Jan-22,KC495PP19N026288,동막해수욕장,동막해수욕장,10860,관광명소
304539,Jan-22,KC498PP19N008156,뚝섬한강공원,뚝섬한강공원,10830,관광명소
302112,Jan-22,SAN_0116,금정산,금정산,10820,관광명소
305014,Jan-22,KC495PP19N008027,메이즈랜드,메이즈랜드,10770,관광명소
314070,Jan-22,CULTURE_001299,창릉,창릉,10690,관광명소
305165,Jan-22,KC495PP19N001147,모악랜드,모악랜드,10610,관광명소
311404,Jan-22,SAN_0543,용마산,용마산,10510,관광명소
314173,Jan-22,CULTURE_001223,천마총,천마총,10280,관광명소
308293,Jan-22,KC498PP19N007068,선유도공원,선유도공원,10160,관광명소
302509,Jan-22,SAN_0126,남덕유산,남덕유산,10110,관광명소
300826,Jan-22,KC498PP19N004049,경의선숲길,경의선숲길,10090,관광명소
316053,Jan-22,KC495PP19N026061,해운대해수욕장,해운대해수욕장,10080,관광명소
315601,Jan-22,KC495PP19N016123,하이원추추파크,하이원추추파크,10000,관광명소
314106,Jan-22,KC498PP19N001638,창원시립상복공원,창원시립상복공원,9930,관광명소
304394,Jan-22,SAN_0201,두타산,두타산,9850,관광명소
314013,Jan-22,KC498PP19N007975,진해해양공원,진해해양공원,9830,관광명소
314444,Jan-22,SAN_0687,청량산,청량산,9810,관광명소
304778,Jan-22,KC495PP19N026071,만리포해수욕장,만리포해수욕장,9540,관광명소
311446,Jan-22,KC498PP19N008117,용산가족공원,용산가족공원,9520,관광명소
